C2|aadA13|aad-6_2|EMV|ResFinder|NC010643.1	aad	E	M	V	ResFinder	C1|aadA13|aad-6_2|EMV|ResFinder|NC010643.1	V
C2|aadA11|aad-5_1|EMV|ResFinder|AJ567827.1	aad	E	M	V	ResFinder	C1|aadA11|aad-5_1|EMV|ResFinder|AJ567827.1	V
C2|aadA|aad-12_3|EMV|ResFinder|AM087405.1	aad	E	M	V	ResFinder	C1|aadA|aad-12_3|EMV|ResFinder|AM087405.1	V
C2|aadA7|aad-13_2|EMV|ResFinder|AB114632.1	aad	E	M	V	ResFinder	C1|aadA7|aad-13_2|EMV|ResFinder|AB114632.1	V
C2|aadA|aad-10_1|EMV|ResFinder|NC.010870	aad	E	M	V	ResFinder	C1|aadA|aad-10_1|EMV|ResFinder|NC.010870	V
C2|ant(4')-Ia/aadD|aad-15_3|EMV|ResFinder|M19465.1	aad	E	M	V	ResFinder	C1|ant(4')-Ia/aadD|aad-15_3|EMV|ResFinder|M19465.1	V
C2|aph(2'')-Ib|aph2b-2_4|EMV|ResFinder|AF207840.1	aph2b	E	M	V	ResFinder	C1|aph(2'')-Ib|aph2b-2_4|EMV|ResFinder|AF207840.1	V
C2|aph(7'')-Ia|aph7b-1_2|EMV|ResFinder|X03615.1	aph7b	E	M	V	ResFinder	C1|aph(7'')-Ia|aph7b-1_2|EMV|ResFinder|X03615.1	V
C2|aph(9)-Ia|aph9-2_1|ECV|ResFinder|CR628337.1	aph9	E	C	V	ResFinder	C1|aph(9)-Ia|aph9-2_1|ECV|ResFinder|CR628337.1	V
C2|aph(6)-Ia|aph6-1_2|ECV|ResFinder|Y00459.1	aph6	E	C	V	ResFinder	C1|aph(6)-Ia|aph6-1_2|ECV|ResFinder|Y00459.1	V
C2|aph(6)-Id|aph6-4_4|EMV|ResFinder|M28829.1	aph6	E	M	V	ResFinder	C1|aph(6)-Id|aph6-4_4|EMV|ResFinder|M28829.1	V
C2|aph(6)-Id|aph6-4_3|EMV|ResFinder|AB109805.1	aph6	E	M	V	ResFinder	C1|aph(6)-Id|aph6-4_3|EMV|ResFinder|AB109805.1	V
C2|aph(6)-Id|aph6-4_5|EMV|ResFinder|CP000971.1	aph6	E	M	V	ResFinder	C1|aph(6)-Id|aph6-4_5|EMV|ResFinder|CP000971.1	V
C2|aph(6)-Id|aph6-4_2|EMV|ResFinder|18676889.1	aph6	E	M	V	ResFinder	C1|aph(6)-Id|aph6-4_2|EMV|ResFinder|18676889.1	V
C2|aph(3'')-Ia|aph3b-1_3|ECV|ResFinder|AP009493.1	aph3b	E	C	V	ResFinder	C1|aph(3'')-Ia|aph3b-1_3|ECV|ResFinder|AP009493.1	V
C2|aph(3'')-Ia|aph3b-1_2|ECV|ResFinder|M37378.1	aph3b	E	C	V	ResFinder	C1|aph(3'')-Ia|aph3b-1_2|ECV|ResFinder|M37378.1	V
C2|aph(3'')-Ib|aph3b-2_6|EMV|ResFinder|M28829.1	aph3b	E	M	V	ResFinder	C1|aph(3'')-Ib|aph3b-2_6|EMV|ResFinder|M28829.1	V
C2|aph(3'')-Ib|aph3b-2_5|EMV|ResFinder|AF321550.1	aph3b	E	M	V	ResFinder	C1|aph(3'')-Ib|aph3b-2_5|EMV|ResFinder|AF321550.1	V
C2|aph(3'')-Ib|aph3b-2_4|EMV|ResFinder|AF313472.1	aph3b	E	M	V	ResFinder	C1|aph(3'')-Ib|aph3b-2_4|EMV|ResFinder|AF313472.1	V
C2|aadE-Cc|aad-16_1|ECV|ResFinder|CP013733.1	aad	E	C	V	ResFinder	C1|aadE-Cc|aad-16_1|ECV|ResFinder|CP013733.1	V
C2|ant(2'')-Ia|ant-5_19|EMV|ResFinder|JF826500.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_19|EMV|ResFinder|JF826500.1	V
C2|ant(2'')-Ia|ant-5_18|EMV|ResFinder|X74412.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_18|EMV|ResFinder|X74412.1	V
C2|ant(2'')-Ia|ant-5_17|EMV|ResFinder|AF458082.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_17|EMV|ResFinder|AF458082.1	V
C2|ant(2'')-Ia|ant-5_16|EMV|ResFinder|AY139594.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_16|EMV|ResFinder|AY139594.1	V
C2|ant(2'')-Ia|ant-5_15|EMV|ResFinder|AJ871915.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_15|EMV|ResFinder|AJ871915.1	V
C2|ant(2'')-Ia|ant-5_14|EMV|ResFinder|DQ018384.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_14|EMV|ResFinder|DQ018384.1	V
C2|ant(2'')-Ia|ant-5_13|EMV|ResFinder|AY920928.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_13|EMV|ResFinder|AY920928.1	V
C2|ant(2'')-Ia|ant-5_12|EMV|ResFinder|HM367610.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_12|EMV|ResFinder|HM367610.1	V
C2|ant(2'')-Ia|ant-5_11|EMV|ResFinder|HM367617.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_11|EMV|ResFinder|HM367617.1	V
C2|ant(2'')-Ia|ant-5_10|EMV|ResFinder|HM367620.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_10|EMV|ResFinder|HM367620.1	V
C2|ant(2'')-Ia|ant-5_9|EMV|ResFinder|HQ880250.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_9|EMV|ResFinder|HQ880250.1	V
C2|ant(2'')-Ia|ant-5_8|EMV|ResFinder|DQ176450.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_8|EMV|ResFinder|DQ176450.1	V
C2|ant(2'')-Ia|ant-5_7|EMV|ResFinder|DQ266447.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_7|EMV|ResFinder|DQ266447.1	V
C2|ant(2'')-Ia|ant-5_6|EMV|ResFinder|EF205594.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_6|EMV|ResFinder|EF205594.1	V
C2|ant(2'')-Ia|ant-5_5|EMV|ResFinder|HQ386848.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_5|EMV|ResFinder|HQ386848.1	V
C2|ant(2'')-Ia|ant-5_4|EMV|ResFinder|JTTZ01000034.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_4|EMV|ResFinder|JTTZ01000034.1	V
C2|ant(2'')-Ia|ant-5_3|EMV|ResFinder|GQ466184.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_3|EMV|ResFinder|GQ466184.1	V
C2|ant(2'')-Ia|ant-5_2|EMV|ResFinder|AY139599.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_2|EMV|ResFinder|AY139599.1	V
C2|ant(2'')-Ia|ant-5_1|EMV|ResFinder|X04555.1	ant	E	M	V	ResFinder	C1|ant(2'')-Ia|ant-5_1|EMV|ResFinder|X04555.1	V
C2|aph(3')-VI|aph3p-14_3|EMV|ResFinder|KC170992.1	aph3p	E	M	V	ResFinder	C1|aph(3')-VI|aph3p-14_3|EMV|ResFinder|KC170992.1	V
C2|aph(3')-XV|aph3p-19_1|EMV|ResFinder|GQ626879.1	aph3p	E	M	V	ResFinder	C1|aph(3')-XV|aph3p-19_1|EMV|ResFinder|GQ626879.1	V
C2|aph(3')-XV|aph3p-19_3|EMV|ResFinder|EU165039.1	aph3p	E	M	V	ResFinder	C1|aph(3')-XV|aph3p-19_3|EMV|ResFinder|EU165039.1	V
C2|aph(3')-III|aph3p-3_4|EMV|ResFinder|AF330699.1	aph3p	E	M	V	ResFinder	C1|aph(3')-III|aph3p-3_4|EMV|ResFinder|AF330699.1	V
C2|aph(3')-III|aph3p-3_3|EMV|ResFinder|AJ490186.1	aph3p	E	M	V	ResFinder	C1|aph(3')-III|aph3p-3_3|EMV|ResFinder|AJ490186.1	V
C2|aph(3')-III|aph3p-3_2|ECV|ResFinder|AB247327.1	aph3p	E	C	V	ResFinder	C1|aph(3')-III|aph3p-3_2|ECV|ResFinder|AB247327.1	V
C2|aph(3')-Va|aph3p-15_2|ECV|ResFinder|AB211959.1	aph3p	E	C	V	ResFinder	C1|aph(3')-Va|aph3p-15_2|ECV|ResFinder|AB211959.1	V
C2|aph(3')-Vb|aph3p-17_1|ECV|ResFinder|AJ744850.1	aph3p	E	C	V	ResFinder	C1|aph(3')-Vb|aph3p-17_1|ECV|ResFinder|AJ744850.1	V
C2|aph(3')-IIa|aph3p-4_2|EMV|ResFinder|V00618.1	aph3p	E	M	V	ResFinder	C1|aph(3')-IIa|aph3p-4_2|EMV|ResFinder|V00618.1	V
C2|aph(3')-IIb|aph3p-5_2|EMV|ResFinder|CP006832.1	aph3p	E	M	V	ResFinder	C1|aph(3')-IIb|aph3p-5_2|EMV|ResFinder|CP006832.1	V
C2|aph(3')-Ia|aph3p-9_10|EMV|ResFinder|EU287476.1	aph3p	E	M	V	ResFinder	C1|aph(3')-Ia|aph3p-9_10|EMV|ResFinder|EU287476.1	V
C2|aph(3')-Ia|aph3p-9_9|EMV|ResFinder|EF015636.1	aph3p	E	M	V	ResFinder	C1|aph(3')-Ia|aph3p-9_9|EMV|ResFinder|EF015636.1	V
C2|aph(3')-Ia|aph3p-9_8|EMV|ResFinder|AF498082.1	aph3p	E	M	V	ResFinder	C1|aph(3')-Ia|aph3p-9_8|EMV|ResFinder|AF498082.1	V
C2|aph(3')-Ia|aph3p-9_7|EMV|ResFinder|AP004237.1	aph3p	E	M	V	ResFinder	C1|aph(3')-Ia|aph3p-9_7|EMV|ResFinder|AP004237.1	V
C2|aph(3')-Ia|aph3p-9_6|EMV|ResFinder|L05392.1	aph3p	E	M	V	ResFinder	C1|aph(3')-Ia|aph3p-9_6|EMV|ResFinder|L05392.1	V
C2|aph(3')-Ia|aph3p-9_5|EMV|ResFinder|X62115.1	aph3p	E	M	V	ResFinder	C1|aph(3')-Ia|aph3p-9_5|EMV|ResFinder|X62115.1	V
C2|aph(3')-Ia|aph3p-9_4|EMV|ResFinder|Y00452.1	aph3p	E	M	V	ResFinder	C1|aph(3')-Ia|aph3p-9_4|EMV|ResFinder|Y00452.1	V
C2|aph(3')-Ia|aph3p-9_3|EMV|ResFinder|EU722351.1	aph3p	E	M	V	ResFinder	C1|aph(3')-Ia|aph3p-9_3|EMV|ResFinder|EU722351.1	V
C2|aph(3')-Ia|aph3p-9_2|EMV|ResFinder|EU855787.1	aph3p	E	M	V	ResFinder	C1|aph(3')-Ia|aph3p-9_2|EMV|ResFinder|EU855787.1	V
C2|aph(2'')-Ih|aph2b-7_1|EMV|ResFinder|KF652096.1	aph2b	E	M	V	ResFinder	C1|aph(2'')-Ih|aph2b-7_1|EMV|ResFinder|KF652096.1	V
C2|aph(2'')-Ig|aph2b-6_1|EMV|ResFinder|CP004067.1	aph2b	E	M	V	ResFinder	C1|aph(2'')-Ig|aph2b-6_1|EMV|ResFinder|CP004067.1	V
C2|aph(2'')-If|aph2b-5_2|ECV|ResFinder|KF652097.1	aph2b	E	C	V	ResFinder	C1|aph(2'')-If|aph2b-5_2|ECV|ResFinder|KF652097.1	V
C2|aph(2'')-If|aph2b-5_1|EMV|ResFinder|AY701528.1	aph2b	E	M	V	ResFinder	C1|aph(2'')-If|aph2b-5_1|EMV|ResFinder|AY701528.1	V
C2|aph(2'')-Ia/aac(6')/aph(2'')|aph2b-1_1|EMV|ResFinder|AP009486.1	aph2b	E	M	V	ResFinder	C1|aph(2'')-Ia/aac(6')/aph(2'')|aph2b-1_1|EMV|ResFinder|AP009486.1	V
C2|aph(2'')-Ia/aac(6')/aph(2'')|aph2b-1_3|EMV|ResFinder|AJ536195.1	aph2b	E	M	V	ResFinder	C1|aph(2'')-Ia/aac(6')/aph(2'')|aph2b-1_3|EMV|ResFinder|AJ536195.1	V
C2|aph(2'')-Ib|aph2b-2_3|ECV|ResFinder|KF652098.1	aph2b	E	C	V	ResFinder	C1|aph(2'')-Ib|aph2b-2_3|ECV|ResFinder|KF652098.1	V
C2|ant(6)-Ia|ant-11_1|EMV|ResFinder|KF864551.1	ant	E	M	V	ResFinder	C1|ant(6)-Ia|ant-11_1|EMV|ResFinder|KF864551.1	V
C2|aac(2')-Ia|aac2p-3_1|ECV|ResFinder|L06156.1	aac2p	E	C	V	ResFinder	C1|aac(2')-Ia|aac2p-3_1|ECV|ResFinder|L06156.1	V
C2|aac(2')-Ib|aac2p-4_2|ECV|ResFinder|U41471.1	aac2p	E	C	V	ResFinder	C1|aac(2')-Ib|aac2p-4_2|ECV|ResFinder|U41471.1	V
C2|aac(2')-Ic|aac2p-5_2|ECV|ResFinder|U72714.1	aac2p	E	C	V	ResFinder	C1|aac(2')-Ic|aac2p-5_2|ECV|ResFinder|U72714.1	V
C2|aac(2')-Id|aac2p-6_2|ECV|ResFinder|U72743.1	aac2p	E	C	V	ResFinder	C1|aac(2')-Id|aac2p-6_2|ECV|ResFinder|U72743.1	V
C2|aac(2')-Ie|aac2p-7_1|ECV|ResFinder|NC011896.1	aac2p	E	C	V	ResFinder	C1|aac(2')-Ie|aac2p-7_1|ECV|ResFinder|NC011896.1	V
C2|aac(3)-I|aac3-10_2|EMV|ResFinder|AJ877225.1	aac3	E	M	V	ResFinder	C1|aac(3)-I|aac3-10_2|EMV|ResFinder|AJ877225.1	V
C2|aac(3)-Ia|aac3-11_1|EMV|ResFinder|X15852.1	aac3	E	M	V	ResFinder	C1|aac(3)-Ia|aac3-11_1|EMV|ResFinder|X15852.1	V
C2|aac(3)-Ib|aac3-13_1|EMV|ResFinder|L06157.1	aac3	E	M	V	ResFinder	C1|aac(3)-Ib|aac3-13_1|EMV|ResFinder|L06157.1	V
C2|aac(3)-Ib-aac(6')-Ib|aac3-12_1|EMV|ResFinder|AF355189.1	aac3	E	M	V	ResFinder	C1|aac(3)-Ib-aac(6')-Ib|aac3-12_1|EMV|ResFinder|AF355189.1	V
C2|aac(3)-Ic|aac3-14_1|EMV|ResFinder|AJ511268.1	aac3	E	M	V	ResFinder	C1|aac(3)-Ic|aac3-14_1|EMV|ResFinder|AJ511268.1	V
C2|aac(3)-Id|aac3-15_2|EMV|ResFinder|AB114632.1	aac3	E	M	V	ResFinder	C1|aac(3)-Id|aac3-15_2|EMV|ResFinder|AB114632.1	V
C2|aac(3)-If|aac3-16_1|EMV|ResFinder|AY884051.1	aac3	E	M	V	ResFinder	C1|aac(3)-If|aac3-16_1|EMV|ResFinder|AY884051.1	V
C2|aac(3)-Ig|aac3-17_1|ECV|ResFinder|CP000282.1	aac3	E	C	V	ResFinder	C1|aac(3)-Ig|aac3-17_1|ECV|ResFinder|CP000282.1	V
C2|aac(3)-Ih|aac3-18_1|EMV|ResFinder|CP000490.1	aac3	E	M	V	ResFinder	C1|aac(3)-Ih|aac3-18_1|EMV|ResFinder|CP000490.1	V
C2|aac(3)-Ii|aac3-19_1|ECV|ResFinder|CP000356.1	aac3	E	C	V	ResFinder	C1|aac(3)-Ii|aac3-19_1|ECV|ResFinder|CP000356.1	V
C2|aac(3)-II|aac3-6_12|EMV|ResFinder|X51534.1	aac3	E	M	V	ResFinder	C1|aac(3)-II|aac3-6_12|EMV|ResFinder|X51534.1	V
C2|aac(3)-IIb|aac3-7_1|ECV|ResFinder|M97172.1	aac3	E	C	V	ResFinder	C1|aac(3)-IIb|aac3-7_1|ECV|ResFinder|M97172.1	V
C2|aac(3)-II|aac3-6_11|ECV|ResFinder|X54723.1	aac3	E	C	V	ResFinder	C1|aac(3)-II|aac3-6_11|ECV|ResFinder|X54723.1	V
C2|aac(3)-II|aac3-6_10|EMV|ResFinder|EU022314.1	aac3	E	M	V	ResFinder	C1|aac(3)-II|aac3-6_10|EMV|ResFinder|EU022314.1	V
C2|aac(3)-II|aac3-6_9|EMV|ResFinder|EU022315.1	aac3	E	M	V	ResFinder	C1|aac(3)-II|aac3-6_9|EMV|ResFinder|EU022315.1	V
C2|aac(3)-IIIa|aac3-3_1|ECV|ResFinder|X55652.1	aac3	E	C	V	ResFinder	C1|aac(3)-IIIa|aac3-3_1|ECV|ResFinder|X55652.1	V
C2|aac(3)-IIIb|aac3-4_2|ECV|ResFinder|L06160.1	aac3	E	C	V	ResFinder	C1|aac(3)-IIIb|aac3-4_2|ECV|ResFinder|L06160.1	V
C2|aac(3)-IIIc|aac3-5_1|ECV|ResFinder|L06161.1	aac3	E	C	V	ResFinder	C1|aac(3)-IIIc|aac3-5_1|ECV|ResFinder|L06161.1	V
C2|aac(3)-IV|aac3-8_1|EMV|ResFinder|X01385.1	aac3	E	M	V	ResFinder	C1|aac(3)-IV|aac3-8_1|EMV|ResFinder|X01385.1	V
C2|aac(3)-VIa|aac3-23_2|EMV|ResFinder|M88012.1	aac3	E	M	V	ResFinder	C1|aac(3)-VIa|aac3-23_2|EMV|ResFinder|M88012.1	V
C2|aac(3)-VIIa|aac3-22_1|ECV|ResFinder|M22999.1	aac3	E	C	V	ResFinder	C1|aac(3)-VIIa|aac3-22_1|ECV|ResFinder|M22999.1	V
C2|aac(3)-VIII|aac3-20_4|ECV|ResFinder|M55426.1	aac3	E	C	V	ResFinder	C1|aac(3)-VIII|aac3-20_4|ECV|ResFinder|M55426.1	V
C2|aac(3)-IXa|aac3-9_1|ECV|ResFinder|M55427.1	aac3	E	C	V	ResFinder	C1|aac(3)-IXa|aac3-9_1|ECV|ResFinder|M55427.1	V
C2|aac(3)-Xa|aac3-25_1|ECV|ResFinder|AB028210.1	aac3	E	C	V	ResFinder	C1|aac(3)-Xa|aac3-25_1|ECV|ResFinder|AB028210.1	V
C2|aac(6')-Ia|aac6p-15_1|EMV|ResFinder|M18967.1	aac6p	E	M	V	ResFinder	C1|aac(6')-Ia|aac6p-15_1|EMV|ResFinder|M18967.1	V
C2|aac(6')-Ib|aac6p-25_3|EMV|ResFinder|M21682.1	aac6p	E	M	V	ResFinder	C1|aac(6')-Ib|aac6p-25_3|EMV|ResFinder|M21682.1	V
C2|aac(6')-Ic|aac6p-26_1|ECV|ResFinder|M94066.1	aac6p	E	C	V	ResFinder	C1|aac(6')-Ic|aac6p-26_1|ECV|ResFinder|M94066.1	V
C2|aac(6')-If|aac6p-27_1|ECV|ResFinder|X55353.1	aac6p	E	C	V	ResFinder	C1|aac(6')-If|aac6p-27_1|ECV|ResFinder|X55353.1	V
C2|aac(6')-Ig|aac6p-28_1|ECV|ResFinder|L09246.1	aac6p	E	C	V	ResFinder	C1|aac(6')-Ig|aac6p-28_1|ECV|ResFinder|L09246.1	V
C2|aac(6')-I|aac6p-29_3|EMV|ResFinder|L29044.1	aac6p	E	M	V	ResFinder	C1|aac(6')-I|aac6p-29_3|EMV|ResFinder|L29044.1	V
C2|aac(6')-Ij|aac6p-33_1|ECV|ResFinder|L29045.1	aac6p	E	C	V	ResFinder	C1|aac(6')-Ij|aac6p-33_1|ECV|ResFinder|L29045.1	V
C2|aac(6')-Ik|aac6p-34_1|ECV|ResFinder|L29510.1	aac6p	E	C	V	ResFinder	C1|aac(6')-Ik|aac6p-34_1|ECV|ResFinder|L29510.1	V
C2|aac(6')-Im|aac6p-36_1|EMV|ResFinder|AF337947.1	aac6p	E	M	V	ResFinder	C1|aac(6')-Im|aac6p-36_1|EMV|ResFinder|AF337947.1	V
C2|aac(6')-Im|aac6p-37_1|ECV|ResFinder|Z54241.1	aac6p	E	C	V	ResFinder	C1|aac(6')-Im|aac6p-37_1|ECV|ResFinder|Z54241.1	V
C2|aac(6')-I|aac6p-38_4|EMV|ResFinder|AF047556.1	aac6p	E	M	V	ResFinder	C1|aac(6')-I|aac6p-38_4|EMV|ResFinder|AF047556.1	V
C2|aac(6')-Ir|aac6p-39_1|ECV|ResFinder|AF031326.1	aac6p	E	C	V	ResFinder	C1|aac(6')-Ir|aac6p-39_1|ECV|ResFinder|AF031326.1	V
C2|aac(6')-I|aac6p-42_2|ECV|ResFinder|AF031327.1	aac6p	E	C	V	ResFinder	C1|aac(6')-I|aac6p-42_2|ECV|ResFinder|AF031327.1	V
C2|aac(6')-I|aac6p-29_2|ECV|ResFinder|AF031328.1	aac6p	E	C	V	ResFinder	C1|aac(6')-I|aac6p-29_2|ECV|ResFinder|AF031328.1	V
C2|aac(6')-I|aac6p-42_1|ECV|ResFinder|AF031329.1	aac6p	E	C	V	ResFinder	C1|aac(6')-I|aac6p-42_1|ECV|ResFinder|AF031329.1	V
C2|aac(6')-I|aac6p-29_1|ECV|ResFinder|AF031330.1	aac6p	E	C	V	ResFinder	C1|aac(6')-I|aac6p-29_1|ECV|ResFinder|AF031330.1	V
C2|aac(6')-Iw|aac6p-41_1|ECV|ResFinder|AF031331.1	aac6p	E	C	V	ResFinder	C1|aac(6')-Iw|aac6p-41_1|ECV|ResFinder|AF031331.1	V
C2|aac(6')-Iz|aac6p-43_2|ECV|ResFinder|AF140221.1	aac6p	E	C	V	ResFinder	C1|aac(6')-Iz|aac6p-43_2|ECV|ResFinder|AF140221.1	V
C2|aac(6')-Iad|aac6p-17_1|ECV|ResFinder|AB119105.1	aac6p	E	C	V	ResFinder	C1|aac(6')-Iad|aac6p-17_1|ECV|ResFinder|AB119105.1	V
C2|aac(6')-Iae|aac6p-18_1|EMV|ResFinder|AB104852.1	aac6p	E	M	V	ResFinder	C1|aac(6')-Iae|aac6p-18_1|EMV|ResFinder|AB104852.1	V
C2|aac(6')-I|aac6p-38_3|ECV|ResFinder|AB462903.1	aac6p	E	C	V	ResFinder	C1|aac(6')-I|aac6p-38_3|ECV|ResFinder|AB462903.1	V
C2|aac(6')-Iai|aac6p-20_1|ECV|ResFinder|EU886977.1	aac6p	E	C	V	ResFinder	C1|aac(6')-Iai|aac6p-20_1|ECV|ResFinder|EU886977.1	V
C2|aac(6')|aac6p-11_2|ECV|ResFinder|AY289608.1	aac6p	E	C	V	ResFinder	C1|aac(6')|aac6p-11_2|ECV|ResFinder|AY289608.1	V
C2|aac(6')-31|aac6p-9_1|EMV|ResFinder|AM283489.1	aac6p	E	M	V	ResFinder	C1|aac(6')-31|aac6p-9_1|EMV|ResFinder|AM283489.1	V
